Uniprot id,Gene,Pep Count,log2_fc,q-value
Q9UNK0,STX8,5,0.322,0.085518
P50748,KNTC1,43,0.321,0.165986
P14672,SLC2A4,6,0.321,0.072667
P49368,CCT3,36,0.32,0.084608
P26992,CNTFR,2,0.315,0.243751
Q0JRZ9,FCHO2,5,0.313,0.110514
H7BZ11,RPL36A-HNRNPH2,2,0.31,0.0638
P78382,SLC35A1,2,0.31,0.102087
P13498,CYBA,5,0.309,0.139085
Q14833,GRM4,10,0.309,0.160635
Q8NAN2,MIGA1,2,0.308,0.063948
Q9NV70,EXOC1,34,0.304,0.149358
P53355,DAPK1,10,0.301,0.086515
Q86XT9,TMEM219,2,0.299,0.150591
Q9P107,GMIP,2,0.298,0.091769
Q9UEW8,STK39,10,0.296,0.242437
Q9NZH0,GPRC5B,6,0.293,0.125015
A1A4S6,ARHGAP10,2,0.292,0.147385
Q8TAB3,PCDH19,7,0.292,0.133125
O43278,SPINT1,13,0.29,0.619796
Q9H0X4,FAM234A,22,0.29,0.13446
P16615,ATP2A2,42,0.287,0.134833
Q13496,MTM1,3,0.283,0.096154
P02751,FN1,2,0.282,0.192155
P20337,RAB3B,7,0.281,0.27476
P13861,PRKAR2A,16,0.264,0.154553
Q9NUN5,LMBRD1,3,0.261,0.205708
Q13356,PPIL2,6,0.258,0.193727
O94898,LRIG2,28,0.256,0.170404
Q92888,ARHGEF1,20,0.256,0.15127
Q9UGP4,LIMD1,7,0.256,0.175811
P61006,RAB8A,5,0.249,0.245245
Q96QT4,TRPM7,25,0.247,0.24772
Q9H1C0,LPAR5,2,0.246,0.239264
Q9Y5Y0,FLVCR1,12,0.246,0.173153
Q15046,KARS,7,0.244,0.389178
P62330,ARF6,4,0.243,0.236032
Q8N3E9,PLCD3,5,0.241,0.149831
O75122,CLASP2,31,0.238,0.218442
Q9BSL1,UBAC1,5,0.237,0.184211
O75427,LRCH4,7,0.236,0.189318
Q9NQX3,GPHN,2,0.233,0.174726
Q14247,CTTN,26,0.232,0.190241
Q03001,DST,3,0.23,0.141164
Q96J02,ITCH,15,0.229,0.1722
P30101,PDIA3,30,0.229,0.418109
P25705,ATP5F1A,32,0.224,0.241952
P49407,ARRB1,3,0.221,0.293375
Q13322,GRB10,11,0.218,0.227175
O60291,MGRN1,21,0.217,0.291576
P54252,ATXN3,4,0.214,0.334894
Q9UKS6,PACSIN3,14,0.211,0.318259
P46940,IQGAP1,63,0.206,0.247065
Q9Y597,KCTD3,2,0.206,0.269653
Q9NNW5,WDR6,11,0.205,0.303866
Q9NZ42,PSENEN,2,0.205,0.302597
O60911,CTSV,2,0.204,0.343007
Q5H9R7,PPP6R3,22,0.203,0.240048
Q96IF1,AJUBA,4,0.195,0.319161
P51159,RAB27A,3,0.191,0.271865
Q92597,NDRG1,2,0.191,0.24698
O75096,LRP4,50,0.191,0.393411
Q05655,PRKCD,15,0.19,0.303316
O14939,PLD2,26,0.19,0.25009
Q9HCC8,GDPD2,15,0.189,0.377788
Q5T4S7,UBR4,129,0.185,0.467852
P08865,RPSA,4,0.184,0.366032
P27797,CALR,14,0.184,0.585185
Q8IYI6,EXOC8,22,0.183,0.389757
Q07954,LRP1,121,0.183,0.403702
P07900,HSP90AA1,31,0.178,0.469569
Q5T5U3,ARHGAP21,5,0.177,0.371984
P32239,CCKBR,4,0.177,0.477892
Q9HCM4,EPB41L5,21,0.176,0.315517
P63165,SUMO1,4,0.174,0.314852
Q8WWI5,SLC44A1,13,0.172,0.389134
Q32MZ4,LRRFIP1,5,0.172,0.326195
Q9HBH0,RHOF,2,0.171,0.311034
Q96EY7,PTCD3,13,0.17,0.34191
Q9UII2,ATP5IF1,2,0.168,0.454595
P40818,USP8,17,0.165,0.319782
Q9Y256,RCE1,2,0.164,0.417507
P49281,SLC11A2,3,0.164,0.447301
Q9BS26,ERP44,14,0.157,0.50486
Q8TAG9,EXOC6,14,0.156,0.467349
Q9HCL0,PCDH18,13,0.154,0.467852
P48047,ATP5PO,14,0.154,0.410254
Q14344,GNA13,21,0.153,0.417447
P36896,ACVR1B,8,0.15,0.453242
Q9ULC4,MCTS1,4,0.15,0.38671
P52272,HNRNPM,76,0.15,0.523352
O14735,CDIPT,8,0.147,0.419712
Q6ZSZ5,ARHGEF18,8,0.143,0.399146
Q05513,PRKCZ,2,0.141,0.467852
Q5SQN1,SNAP47,5,0.137,0.602381
Q9HBW0,LPAR2,9,0.136,0.409134
Q00013,MPP1,6,0.131,0.60036
Q96KC8,DNAJC1,4,0.124,0.495082
Q9H4E7,DEF6,3,0.116,0.698505
P51151,RAB9A,9,0.115,0.589391
Q13145,BAMBI,2,0.111,0.515302
O14641,DVL2,14,0.11,0.615089
Q15654,TRIP6,6,0.105,0.598347
P00533,EGFR,31,0.101,0.675863
Q15599,SLC9A3R2,13,0.099,0.639098
Q13685,AAMP,4,0.097,0.56894
O14526,FCHO1,3,0.097,0.566859
Q8WU20,FRS2,4,0.097,0.612624
P50851,LRBA,43,0.095,0.585535
P09496,CLTA,4,0.095,0.594128
O75509,TNFRSF21,3,0.094,0.728314
Q9UBH6,XPR1,10,0.093,0.645026
P21283,ATP6V1C1,5,0.09,0.63064
Q13835,PKP1,5,0.09,0.661573
Q01974,ROR2,23,0.085,0.655046
Q9BZL6,PRKD2,6,0.083,0.655046
Q8NC96,NECAP1,4,0.08,0.61999
P60510,PPP4C,3,0.079,0.669126
Q9P2M7,CGN,10,0.075,0.642255
O75165,DNAJC13,18,0.074,0.677501
P19784,CSNK2A2,5,0.072,0.679628
Q96P63,SERPINB12,3,0.071,0.841894
Q9BXP2,SLC12A9,15,0.069,0.694751
Q99624,SLC38A3,5,0.067,0.720877
O95999,BCL10,2,0.065,0.715878
Q9P0L0,VAPA,13,0.063,0.737341
Q9Y2G0,EFR3B,15,0.063,0.742545
P01116,KRAS,4,0.062,0.723778
Q9NPG4,PCDH12,2,0.06,0.747862
P28482,MAPK1,5,0.06,0.732722
Q9H5V8,CDCP1,24,0.06,0.732323
P16885,PLCG2,2,0.059,0.75932
Q9NRD5,PICK1,3,0.058,0.773619
Q86UD0,SAPCD2,2,0.056,0.773943
P27701,CD82,5,0.051,0.801142
Q9UDY8,MALT1,4,0.05,0.773943
Q969Z4,RELT,5,0.049,0.793258
Q7RTP6,MICAL3,7,0.047,0.785268
Q8TF46,DIS3L,3,0.045,0.782078
Q8NFY4,SEMA6D,6,0.045,0.906299
O14920,IKBKB,5,0.045,0.838709
Q9UN37,VPS4A,15,0.044,0.859395
Q7Z408,CSMD2,3,0.043,0.864623
Q9NZN8,CNOT2,6,0.043,0.815111
Q8NHP6,MOSPD2,2,0.041,0.833165
Q5VWQ8,DAB2IP,13,0.04,0.847656
Q96KP1,EXOC2,32,0.037,0.857495
O75355,ENTPD3,2,0.036,0.814849
Q8N3R9,MPP5,27,0.029,0.872486
O43164,PJA2,4,0.028,0.893099
P57764,GSDMD,3,0.028,0.907574
Q8IZA0,KIAA0319L,19,0.026,0.933318
Q8TD43,TRPM4,28,0.022,0.942756
Q99500,S1PR3,3,0.022,0.922847
Q9NVZ3,NECAP2,5,0.016,0.939831
P53618,COPB1,30,0.016,0.929977
Q14696,MESD,2,0.013,0.967992
O14492,SH2B2,2,0.012,0.951376
P42566,EPS15,25,0.008,0.96958
Q16651,PRSS8,3,0.007,0.974305
Q6P1N0,CC2D1A,7,0.006,0.972916
Q9H2X9,SLC12A5,2,0.005,0.974376
Q8WX93,PALLD,2,0.002,0.992628
